% itn    run  time               r                   g
  1      1    0.35618E-02    0.5000000075E-01    0.0000000000E+00
  1      1    0.35618E-02    0.1000000015E+00    0.0000000000E+00
  1      1    0.35618E-02    0.1500000022E+00    0.0000000000E+00
  1      1    0.35618E-02    0.2000000030E+00    0.4736754118E-01
  1      1    0.35618E-02    0.2500000037E+00    0.1842071046E-01
  1      1    0.35618E-02    0.3000000045E+00    0.4521447112E-01
  1      1    0.35618E-02    0.3500000052E+00    0.1020223964E+00
  1      1    0.35618E-02    0.4000000060E+00    0.9947183647E-01
  1      1    0.35618E-02    0.4500000067E+00    0.4876070415E-01
  1      1    0.35618E-02    0.5000000075E+00    0.1570607944E+00
  1      1    0.35618E-02    0.5500000082E+00    0.2447322961E+00
  1      1    0.35618E-02    0.6000000089E+00    0.2594917473E+00
  1      1    0.35618E-02    0.6500000097E+00    0.3713615228E+00
  1      1    0.35618E-02    0.7000000104E+00    0.3499934987E+00
  1      1    0.35618E-02    0.7500000112E+00    0.3658734215E+00
  1      1    0.35618E-02    0.8000000119E+00    0.4492276486E+00
  1      1    0.35618E-02    0.8500000127E+00    0.4521447112E+00
  1      1    0.35618E-02    0.9000000134E+00    0.4547283953E+00
  1      1    0.35618E-02    0.9500000142E+00    0.4480713354E+00
  1      1    0.35618E-02    0.1000000015E+01    0.4335951846E+00
  1      1    0.35618E-02    0.1050000016E+01    0.3639213529E+00
  1      1    0.35618E-02    0.1100000016E+01    0.3392837833E+00
  1      1    0.35618E-02    0.1150000017E+01    0.3131520778E+00
  1      1    0.35618E-02    0.1200000018E+01    0.2962990874E+00
  1      1    0.35618E-02    0.1250000019E+01    0.3383395798E+00
  1      1    0.35618E-02    0.1300000019E+01    0.3705813515E+00
  1      1    0.35618E-02    0.1350000020E+01    0.3284447431E+00
  1      1    0.35618E-02    0.1400000021E+01    0.3134869998E+00
  1      1    0.35618E-02    0.1450000022E+01    0.3519325208E+00
  1      1    0.35618E-02    0.1500000022E+01    0.3512423604E+00
  1      1    0.35618E-02    0.1550000023E+01    0.3261371687E+00
  1      1    0.35618E-02    0.1600000024E+01    0.3052574876E+00
  1      1    0.35618E-02    0.1650000025E+01    0.3264716684E+00
  1      1    0.35618E-02    0.1700000025E+01    0.2969308551E+00
  1      1    0.35618E-02    0.1750000026E+01    0.3123511773E+00
  1      1    0.35618E-02    0.1800000027E+01    0.3829432202E+00
  1      1    0.35618E-02    0.1850000028E+01    0.2952360443E+00
  1      1    0.35618E-02    0.1900000028E+01    0.2807316274E+00
  1      1    0.35618E-02    0.1950000029E+01    0.3186543679E+00
  1      1    0.35618E-02    0.2000000030E+01    0.3336713502E+00
  1      1    0.35618E-02    0.2050000031E+01    0.3602272267E+00
  1      1    0.35618E-02    0.2100000031E+01    0.3615341848E+00
  1      1    0.35618E-02    0.2150000032E+01    0.3042667939E+00
