% itn    run  time           mean square displacement
  1      1    0.12929E-04    0.97454E-04
  1      2    0.25857E-04    0.31079E-03
  1      3    0.38786E-04    0.63385E-03
  1      4    0.51714E-04    0.11073E-02
  1      5    0.64643E-04    0.16935E-02
  1      6    0.77571E-04    0.23379E-02
  1      7    0.90500E-04    0.31168E-02
  1      8    0.10343E-03    0.40925E-02
  1      9    0.11636E-03    0.51513E-02
  1     10    0.12929E-03    0.63427E-02
  1     11    0.14221E-03    0.76555E-02
  1     12    0.15514E-03    0.91373E-02
  1     13    0.16807E-03    0.10661E-01
  1     14    0.18100E-03    0.12191E-01
  1     15    0.19393E-03    0.13949E-01
  1     16    0.20686E-03    0.15731E-01
  1     17    0.21979E-03    0.17613E-01
  1     18    0.23271E-03    0.19392E-01
  1     19    0.24564E-03    0.21509E-01
  1     20    0.25857E-03    0.23655E-01
  1     21    0.27150E-03    0.26045E-01
  1     22    0.28443E-03    0.28487E-01
  1     23    0.29736E-03    0.31192E-01
  1     24    0.31029E-03    0.33823E-01
  1     25    0.32321E-03    0.36286E-01
  1     26    0.33614E-03    0.39043E-01
  1     27    0.34907E-03    0.41845E-01
  1     28    0.36200E-03    0.44544E-01
  1     29    0.37493E-03    0.47381E-01
  1     30    0.38786E-03    0.50152E-01
  1     31    0.40079E-03    0.52828E-01
  1     32    0.41371E-03    0.55737E-01
  1     33    0.42664E-03    0.59038E-01
  1     34    0.43957E-03    0.62485E-01
  1     35    0.45250E-03    0.65906E-01
  1     36    0.46543E-03    0.69406E-01
  1     37    0.47836E-03    0.73129E-01
  1     38    0.49129E-03    0.76645E-01
  1     39    0.50421E-03    0.80309E-01
  1     40    0.51714E-03    0.83424E-01
  1     41    0.53007E-03    0.86878E-01
  1     42    0.54300E-03    0.90061E-01
  1     43    0.55593E-03    0.93642E-01
  1     44    0.56886E-03    0.96908E-01
  1     45    0.58179E-03    0.10047E+00
  1     46    0.59471E-03    0.10384E+00
  1     47    0.60764E-03    0.10775E+00
  1     48    0.62057E-03    0.11114E+00
  1     49    0.63350E-03    0.11428E+00
  1     50    0.64643E-03    0.11732E+00
  1     51    0.65936E-03    0.12079E+00
  1     52    0.67229E-03    0.12409E+00
  1     53    0.68521E-03    0.12786E+00
  1     54    0.69814E-03    0.13167E+00
  1     55    0.71107E-03    0.13473E+00
  1     56    0.72400E-03    0.13818E+00
  1     57    0.73693E-03    0.14158E+00
  1     58    0.74986E-03    0.14514E+00
  1     59    0.76279E-03    0.14932E+00
  1     60    0.77571E-03    0.15277E+00
  1     61    0.78864E-03    0.15632E+00
  1     62    0.80157E-03    0.15951E+00
